rating,title,content,author,date,version,rating_label,review_len
1,乱封账号！！自助解除即是引导用户填实名信息，实名之后直接永久封号！！,"真的被小红书的风控气到崩溃！！

好好用的账号，从来没发过违规内容
不引流、不营销、不接广、不擦边
日常只是发发生活碎片、追剧分享、好物记录

朋友分享笔记时就封了无缘无故的！！

最让人无语的是全程黑箱操作❌
只冷冰冰一句违反社区规范
不说明具体违规笔记、不标注违规字句、不对应任何规则条款
逐字逐句翻遍所有笔记、私信、评论
完全找不到任何问题！！

问客服永远是机器人套话
找人工查不到违规依据、不给整改机会、不给申诉理由

真的搞不懂现在小红书的审核逻辑
别人一模一样的内容流量爆棚
普通人正常分享直接莫名封禁
甚至只是异地登录、久没登录、正常咨询聊天
都能被判定账号异常直接处罚😭


没有任何预警、没有任何提醒、没有任何解释

真的太寒心了！！
用心真诚分享的用户被乱封
真正违规引流的账号却安然无恙

平台霸权真的太让人无力
维权无门、申诉无果，完全拿捏普通用户

真的想问小红书
什么时候才能精准审核、公平对待用户？
别再无脑乱封正常账号了！！

#小红书封号 #小红书无故封号 #小红书乱封号 #小红书审核离谱 #小红书风控 #小红书吐槽 #被小红书封号 #小红书规则离谱",请不要乱封我号,2026-07-17,9.38.1,差评,494
1,app审核有问题,同样的议题，带有侮辱性物化字眼，男性发可以通过并获流，女性发布观点，根本分享不出去，会被限流。咱们小红书太棒了吧,虚拟结局vb,2026-07-17,9.38.1,差评,56
1,见人软件运营,我啥也没发就永久封禁了你这不是有毛病吗 别祸害我的账号好吗我发啥了大妈要点脸,七颠八倒个奶茶不死,2026-07-17,9.38.1,差评,38
1,666啥子app乱封号,莫名其妙就给我号封了还给我设备封了打电话也是没人接的线上人工客服更是个人才也不解决问题，号都注销了又要保留我个人信息不给登 是人我吃垃圾app赶紧倒闭吧,aishidanbaizhi,2026-07-17,9.38.1,差评,76
1,全女家族的聚集地,小红书确实垃圾啊，全女聚集地，一言不合封号禁言。我真的笑死了，再碰一下我是你们爹,策划必死si,2026-07-17,9.38.1,差评,40
1,小红书你动不动违规什么？,不是非要我实名才可以自助解除。要不要这么流氓？那些恶臭内容是永远不管的动不动乱封什么呢乱违规什么呢？小登书,lhs垃圾。,2026-07-17,9.38.1,差评,53
1,垃圾，乱封号,玩小红书好几年了，23年差不多开始玩的，之前从来没有这种情况，现在乱封号，我没有违禁，从来没有，封了我5个号了，也不知道先干啥，现在已经对小红书失望透顶了，这种情况25年中旬开始了，我不知道您这是怎么了，这个软件纯垃圾，什么时候才能修复？避雷这个软件，注册账号就给你乱封😂，废物，一颗星都不想给,修修bug看看建议OK？,2026-07-17,9.38.1,差评,147
1,随意封号,我什么评论也没有发，笔记也没有发，莫名其妙封我号要求我实名认证，去申诉也没有用……,xinxin princess,2026-07-17,9.38.1,差评,41
1,客服很傻，平台机制很鸡肋,经常隐形限流，问客服，客服每次翻来覆去都是那几句没用的话，特别垃圾的一个平台！！！！,123567。s,2026-07-17,9.38.1,差评,42
5,快走开没,在哪上班,新裤子宽松款,2026-07-16,9.38.1,好评,4
1,歧视用户、区别对待用户,平台区别对待用户、平台客服踢皮球，真是一个厉害的平台,上不了市的小红书,2026-07-16,9.38.1,差评,26
4,关于流量分配,可以给质量好的老师多推一点流量和粉丝吗，那些质量不好的人粉丝几万几万的涨，认真做视频的老师反而没有多少粉丝，要么就是涨粉速度太慢,小蝶&柔柔,2026-07-16,9.38.1,好评,64
1,垃圾软件，区别对待用户，正常评论当违规。,一样的文字内容和表情包，在别人的评论区有，在我自己的评论区就不能发，被判定违规，或者直接被删除。请问平台规则到底是什么，谁在掌控舆论的导向？,Qsbxhs,2026-07-16,9.38.1,差评,70
1,简直就是一堆神人聚集地,骗子很多，诈骗犯几乎可以在那里为所欲为。而且很多神人，素养也是及其低下。,gfdghyfg,2026-07-16,9.38.1,差评,36
1,差评,我不知道你的审核标准是什么，我也不知道你的投流是怎样的,呵呵」，，，,2026-07-16,9.38.1,差评,27
1,下载不了,为什么下载不了啊，好无语,安排他安排他,2026-07-16,9.38.1,差评,12
1,风气,全是角色黑和小串串，xhs你真的假的,漩涡鸣人的大臭脚,2026-07-16,9.38.1,差评,18
1,垃圾小红薯,动不动就封禁账号，祝你早日倒闭,恩赐恩赐啊,2026-07-16,9.38.1,差评,15
1,什么无语封禁机制,起初我对xhs是很支持喜爱的，我的作品很健康在没有任何违规的情况下被封禁，无奈注销后发现该手机号再也无法注册。首先我觉得对于不合规的人来说可以这么处理但是你对于我判决的机制是什么呢，我甚至也没有跟任何人发生不雅口角，我真的很无语xhs你怎么能做的那么差，再这样下去只会有利于差的垃圾软件,jajababwhuwiw,2026-07-16,9.38.1,差评,143
5,好用,求更新,小颜软糖,2026-07-16,9.38.1,好评,3
1,听说你上市前夜裁老员工是吧,鄙视你们这样的垃圾,Hank Guo’s,2026-07-16,9.38.1,差评,9
1,引战女拳，虚假夸大扭曲价值观,垃圾软件，充斥着思想霸凌和广告营销，害人不浅，社会毒瘤,代达罗斯夫,2026-07-16,9.38.1,差评,27
5,小红书,真的特别好用强烈推存,✋🏻👁️👄👁️🤚🏻,2026-07-16,9.38.1,好评,10
1,垃圾软件，无故封号，大家慎用,我严重怀疑评分高是刷出来，这个平台无故封号，严重怀疑平台乱审核。而且平台还是骗子聚集地，大家要小心，你被骗，平台可不管，破规还矩特别多，大家小心慎用，平台规则一大堆，一言不合想封号就封号，一个软件整得跟皇帝似的，屁事真多！,13555888222,2026-07-16,9.38.1,差评,111
1,小红叔乱封号,小红叔你的用户群体是谁你知道吗,这是一个不知道怎么取的昵称,2026-07-16,9.38.1,差评,15
5,小红书很好，但不要推送那么多的广告！！！,不要给普通用户推太多广告！！！,我是小方块,2026-07-16,9.38.1,好评,15
5,🀄️,🀄️,快的乘客端用户,2026-07-16,9.38.1,好评,2
5,智障神人+推流，合则天下无敌,"评论一句全世界智障腿毛都吻上来了，用户素质堪忧，推流要不要这么神经，平板发不了表情包，打拳的智障的正常人全混一块

发一句评论就要被骂完拉黑，怎么的没有小号还不配用你们高贵的小红书了是吧
只要是被两个号举报就被封，一个人换大小号追着骂举报管都不管

不过次app极度不进行学历歧视，初中学历没上过一天高中即可歧视正常人类，叫完就拉黑，太有xhs用户风范了",oxdyoi,2026-07-16,9.38.1,好评,177
1,没有任何理由的封号,真的很难受，花费大量时间在小红书上发布的笔记学习资料，认认真真的那些收藏无缘无故封号，全部结束，请您而且申诉秒驳回没有任何理由超级失望，以前别人说小红书很差压根不听，我觉得很好，但是当这件事真的落到自己头上，很失望,纯粹wei,2026-07-16,9.38.1,差评,107
1,垃圾,我不想打开弹屏，就一直推推推，太垃圾！,胖大燕,2026-07-16,9.38.1,差评,19
1,误封我六次你想干啥,咋不去封人家骗钱的号 封我一个普通老百姓的🤩🤩🤩🤩🤫🤫🤫,火鸡面和薯条结婚,2026-07-16,9.38.1,差评,28
5,如果收藏夹的一些小bug能再完善点就更好了,超级棒！！！自己收藏夹东西太多。可不可以设置了专辑就固定在专辑里不动了。每次把笔记塞进对应的专辑里。笔记都会备份一份。让本强迫症有点不爽。如果能稍微改动一下就好了🫰🏼,火锅🍲！！！！！！,2026-07-16,9.38.1,好评,83
1,平台无故封禁账号，让我受到不公平不公正的待遇,本人于2026年7月17日02点58分收到平台的违规提示，违规原因显示笔记评论私信个人资料及群聊等存在交易导流违规，并显示是于2026年7月14日晚上22点42分发送的私信内容涉及违规，在此本人已自查并没有违规行为，在显示违规内容的时间段，本人只有使用了平台允许的个人售卖进行交易（售卖链接是经过平台严格审核允许通过的），期间与买家合法合规的进行交易，不存在发送联系方式或引导其他平台交易的行为，却被系统判罚！！起初以为是系统误判，但之后本人提交了申诉并提交了判定为违规的私信内容聊天记录以及交易订单，但结果申诉失败依旧被判违规！！向客服寻求解决方法，也只显示确认本人账号有违规行为。对于此次误判！！平台做法不公平不公正且处理态度敷衍了事！！对于合规使用该平台的用户你们真的做到认真负责了吗？？？真的太令人失望了！！发布平台使用规则是为了让大众用户能得到好的体验感好的交流平台，但此次的行为是对的吗？规则没有问题，但对于平台维护如审核这一块，处理方式敷衍及不处理行为，该平台应该好好改进！经由此事本人以后再也不会使用该平台！！！真的太失望了！！,一杯黑,2026-07-16,9.38.1,差评,472
1,赶紧下架,傻鸟小红书,傻鸟小红书1,2026-07-16,9.38.1,差评,5
1,广告隐蔽，用户智商堪忧,"在这里，你无法分辨什么是广告，什么不是。用它做攻略后，我的行程被坑钱的网红店占据，丧失了旅游的真谛。网红也就罢了，从来都是写着多少钱但实际到店里要翻倍，都虚假营销，还不遵守规定，不写明是广告。

此外，即便不是广告，也净是些智力匮乏的所谓避雷和经验。我举个例子，有人喊一句去超市戴头盔很安全，于是很多人都这样做，然后发帖子：“家人们我试了，戴头盔去超市很安全！”越来越多人这样干。可他们都没有人试一试不戴头盔会怎样。简而言之，小红书上绝大多数人搞不清楚充分条件和必要条件的区别，更不懂什么是对照实验。就这还号称高学历呢。同时，大多用户好面子——借图发朋友圈的人能干出什么好事？生活都被虚荣裹挟了。他们仿照某个网红干一件事后不要也要说好，被指正后也绝不承认，添加了很多滤镜，没人花钱请他们他们自己就打起了广告。",MilesPKU,2026-07-16,9.38.1,差评,354
1,无语😓什么都没引导给我乱审核，跟玩一样动不动就违规,能不能别动不动就封号，发的内容还有简介都是分享审核跟玩一样无语,1/¥9,2026-07-16,9.38.1,差评,31
1,纯纯的xxn聚集地,说实话 别的平台都没有这种神人的容纳之地 而小红书给了它们一个机会 尽情的宣泄自己的口头女性力量和看不起男性 看我看乐了,炸爆mini,2026-07-16,9.38.1,差评,60
1,恶意封号,恶意判账号违规，审核员都听不懂话来的(^V^),恋 与 深空下架！！,2026-07-16,9.38.1,差评,23
1,垃圾软件,恶心软件 有搞软色情的 灰色产业的 擦边的 引导未成年的 什么都有 唯独不封 封什么都没露肤的 我不知道您怎么了 后台的是麦迪吗 这么维护🐓,乐子小红书 滚,2026-07-16,9.38.1,差评,70
1,赛博文字狱,"小红书的审核机制大概基于关键词 通过断章取义的四个字 戒断反应 断定我是生活美容博主 这四个字连坐整个账号 禁言7天 最后要求我证明我是一家医院 从关键词生成结论 再让用户提供证明配合它的幻想
这就是小红书 当代文字狱",sheryl~,2026-07-16,9.38.1,差评,109
1,拉完了,本来一颗星也不想给的，真的拉完了，现在就是吃相难看，莫名其妙封号，只告诉你违规了，不告诉你那个作品违规了，到底怎么违规了，反正直接给你帐号封一个月，你是没有脾气的,坐左钩拳,2026-07-16,9.38.1,差评,81
1,避雷购物避雷客服,这个平台的智障客服能把人折磨疯，听说都是外包的，我体感上也是，效率极低，质量为负。不解决问题，把问题兜一圈还给你还给你一肚子气。绝对不要在这个平台购物避雷避雷避雷,hsnsicjrhdj,2026-07-16,9.38.1,差评,81
5,云吃吃女士的贴子什么时候能回来,云吃吃万岁,k h g r t f x s g b n k,2026-07-16,9.38,好评,5
1,私M小🍠,现在的小🍠简直和那个恋与🗄️一样了，一群社会的毒瘤、九年义务教育漏网之鱼都来这犬吠让这变成了雌性野购的肮脏世界,锁妖塔最严理的父亲,2026-07-16,9.38.1,差评,55
1,。,为什么要封我账号 还莫名其妙的判定是涉黄 我说啥了？你要么给我回复回来要么就赔钱哈 我账号上还有那么多人呢,摩涅莫绪涅之梦,2026-07-16,9.38.1,差评,53
5,做活动能不能有点良心,想推广，下载了又说什么活动太火爆,大大大狗子kkk,2026-07-16,9.38.1,好评,16
1,老是莫名奇妙的封号,一直封我，就问个价也封我,666秒开仙人模式,2026-07-16,9.38.1,差评,12
1,乱封账号,🐶事软件就会乱封账号，多花点钱维护一下吧！,Iiiiiiiiivy1,2026-07-16,9.38.1,差评,21
1,拉黑无法评论，但是你没有拉黑对方，对方可以一直骂你，举报入口都没了。只剩下网暴举报还要你填身份证,为不遵守规则的垃圾提供无线便利，为好人设置层层门槛,。在线，,2026-07-16,9.38.1,差评,25
5,能不要乱下架视频吗小红书？！,给五星才可以看到这条评论吧 我对小红书每次乱下架视频的行为都感到很生气 。如果这个视频有违规地方我完全没问题 。但是明明有一些非常正常 ，没有出现恶俗擦边暴力血腥的视频都被无缘无故地下架了 。人家博主好好剪辑这些视频好不容易有了一波流量就这么给弄没了 人家观众刷到一个这么高质这么喜欢的视频收藏下来想以后接着看也被搞没了 。我的收藏夹里就有很多的视频没有了 希望官方改一下这个问题 加强一下审核，不要那么敏感到处下架视频好吗？。🙏,invenke,2026-07-16,9.38.1,好评,215
1,号还我,最近的小红书后台管理部门：我要对我这两天找回帐号后的一系列过程的困惑与烦恼提出疑问。这个号我玩了一年多了，突然有一只登不上了，我尝试用实名验证的方法，结果跟我讲没有找到相关帐号，我拿昵称去搞结果，他还让我做题关键问题还是你以前搜索过什么内容这些，我都完全忘记没什么印象了，然后随便瞎蒙一个最后跟我做答题内容不正确说这个号不属于我。那我之前攒的一系列粉丝之类的，像什么？我自己发的一些视频，我都得重新开始干起，那我前面的努力是来干吗的？,朝夕逢,2026-07-16,9.38.1,差评,217
1,不要乱封账号,为什么莫名其妙封我账号？我干啥了？无语死了,scddd#ǚn6,2026-07-16,9.38.1,差评,21
5,治愈,小红书的所有人可以治愈我。我找到了自由的方向,apple用户越,2026-07-16,9.38.1,好评,22
1,封设备,去干啥了就封 你指出来给我看啊 无缘无故就封 还让我找客服 你都封设备了我怎么找客服 我违规但是查不到我哪条违规了 你觉得这合理吗,liubun,2026-07-16,9.38.1,差评,65
1,一颗星都不想给,逆天 那个主页刷新莫名其妙的搜完东西刷一下看完收藏回来就刷一下，我没手？我想看新内容不能刷？不如dy半根毫毛，不改我一星期给一个差评,送加码包,2026-07-16,9.38.1,差评,66
1,纵容虐猫虐狗犯的小红书,早日倒闭,匿姐,2026-07-16,9.38.1,差评,4
1,乱封号,差劲的要死，客服也解决不了问题，像个傻子,无赖ོ,2026-07-16,9.38.1,差评,20
4,总体很好啊,总体很好，但有个小建议啊。就是这个视频播放静音功能，在走路的时候很容易失效，我想这个可能是有什么隐秘的bug在里面。总之，想要静音的时候突然放声音了，这个体验还是不太好的。希望改进,Black Chrismas,2026-07-16,9.38.1,好评,90
5,愿意,非常好用,愿意🥳,2026-07-16,9.38.1,好评,4
1,哎,动不动就封我，我和我好友聊天都要被封。申诉也没用。,哎，体验太差了,2026-07-16,9.38.1,差评,25
5,能不能把我号的恢复好？,能不能把我号恢复好的给你五颗星了？,￼陈思彤,2026-07-16,9.38.1,好评,17
1,猎奇小红书,吃相难看,圈十,2026-07-16,9.38.1,差评,4
1,无语,一颗星都不想给，和男友聊到他妈妈肺癌，被判违规，被禁言！申诉失败，问人工客服哪句话违规了，词语违规了？不好意思，系统检测违规,Xuet said,2026-07-16,9.38.1,差评,62
1,越来越像渣浪,越来越像渣浪,FearForest,2026-07-16,9.38.1,差评,6
1,真的很爱无缘无故封号,您好 我的号才用了几个月 无缘无故封永久再也无法注册 我真的搞不懂你们建设这个平台收的都是一些暑假工来随意封号吗 我真的觉得很难评 我人脸在平台封永久 你们是国家机密吗 在用也不让用了我的天🤦别再招一些暑假工了 投诉你们的有多少了还在随意封号,不懂就爱死,2026-07-16,9.38.1,差评,121
1,辣椒软件,辣椒,对的xjxjxj,2026-07-16,9.38.1,差评,2
5,拼豆,陕北秧歌规范规定获得更好发展事业甲等医院刚回到家,雯(∩_∩),2026-07-16,9.38.1,好评,24
5,传播正能量,感谢小红书提供我们一个正能量的平台，可以放心大胆的分享我们的日常和心情，提供了方便和有一个情绪抒发的窗口感恩感谢🙏,天合-舞动情绪疗愈,2026-07-16,9.38.1,好评,57
1,不要乱封账号啊,我多次申诉都没效果，找了人工客服也是让我去申诉再等几天然后又不说话了,阿鸣子^o^,2026-07-16,9.38.1,差评,34
1,垃圾,没有新的手机号还没给解绑 强制性要求真的很下头 之前都可以换绑解绑的 现在搞这样这么麻烦 希望改回以前的模式 这么越升级越垃圾,没睡醒啊啊啊啊啊啊啊啊,2026-07-16,9.38.1,差评,63
5,呸！根本不好！,"我填了一个2013年2月 说我不符合使用这个APP 可这个小红书不就是12+可以用的吗 我今年刚好12啊？ 

           时间：2025.08.18",brook 汀,2026-07-16,9.38,好评,80
1,删掉云吃吃的软件,会莫名其妙给别人封号的软件 差评,¥@呼呼呼,2026-07-16,9.38.1,差评,16
1,垃圾,巨垃圾,呗呗呗呗叭叭叭,2026-07-16,9.38.1,差评,3
1,改名小黄书吧,连淫秽引流的账号都分不出来，举报通知只说已收到，无语。小红书下海了是吧。,昵称太耀眼,2026-07-16,9.38.1,差评,36
1,啥意思？真封号。,莫名其妙直接给我封号了，什么意思吧？还说我违规，我哪里违规了？直接封号啥意思吧？小红书有病啊，真的是。你们还是去玩抖音吧，真的。,东东姑娘,2026-07-16,9.38.1,差评,64
1,不要乱封号行吗,再乱封号我有损失你们赔，我一定主张民事赔偿告你们,当你差不多能吃,2026-07-15,9.38.1,差评,24
1,账号登录不上,因为有人盗用我的图片，又把我拉黑了，我为了收集证据找了客服客服，让我用其他账号把它盗用我图片的证据截下来，我就新注册了一个账号结了证据以后发现原来的账号不见了，想登录发现怎么都登录不了，手机号微信号QQ号都登录不了，没有账号密码登录，两个手机号也登录不上，我也不知道我当初注册的时候是用的什么，想登录还要重新找回密码申诉，一些莫名其妙的题答一遍就显示验证失败要等24小时才能再打一遍两天了，我还没登上我的账号，找客服客服还让等，一点解决方案都没有，只有这一点，而且还这么不靠谱，我想知道为什么我的手机号微信号QQ号所有的号都登录不上我那个账号，注册的时候不是需要第三方或者手机号吗？那为什么我用所有的App和手机号都登录不上我这个账号？难道这个账号是凭空出来的吗？,琪🎉,2026-07-15,9.38.1,差评,332
1,请小红书别乱封号,别人都说乱封号了，结果我点进来也在乱封号，希望您们不要乱封号行吗？,sr730,2026-07-15,9.38.1,差评,33
2,猎奇,可以改进一下小红书里的点点AI吗 查知识点好多答案都是给的错的，一个AI说话比我还理直气壮🥹还有为什么要莫名其妙封号 那些发表猎奇观点的没见平台封号啊🤣猎奇,🩵🧩,2026-07-15,9.38.1,差评,78
5,小红书读者喜欢💕,平时经常看，丰富业余生活,小芳🍒🍒,2026-07-15,9.38,好评,12
1,不会解决问题,我给我朋友的号发一个购买链接，就给我把号封了，让我必须实名，然后我的实名信息申请，他又说我的实名信息绑定了一个注销的账号，但是我要找这个身份信息又找不到账号，我就问他能不能告诉我是什么原因导致我那个账号是有问题然后注销了的他们也都不知道是什么情况，反正就是说解决不了变得越来越难用了，而且一直还在更新，我记得当年钱包都是可以抵扣的，现在也不让抵扣了快点出个竞品吧，不想用这个软件了,ooo呵呵呵ok,2026-07-15,9.38.1,差评,190
1,超级烂app,所有活动都不建议参与、奖励是不给的 规则是随时改的 客服是装死的,K.？,2026-07-15,9.38.1,差评,32
5,无,真的是一个很好的软件,？。。哦哦,2026-07-15,9.38.1,好评,10
1,请不要乱封账号,我是一个长期不活跃但久驻在小红书里的人 近期我三个账号莫名其妙被封 今天是我用了三四年的账号被莫名封禁 封禁理由全部为账号存在风险  在此期间我并未评论过与发布过笔记 我对此感到深深不理解 在使用期间我还为小红书监督举报过许多违规不友善评论与笔记  在被封两个账号后我搜索到不止我一个人被莫名其妙封禁 在封我用了长达四年的账号后 我觉得我有必要来反馈一下问题了  被封后只能实名认证为专业号才能继续玩 所以我想问 官方随意封号是为了手机众多使用者的私人信息吗 还是什么 为什么近期大批使用者的账号无故被封？期待您的回复,陈奕恒CY_YH,2026-07-15,9.38.1,差评,259
5,小红书审核就是大儍毖,小红书内部现在是不是都是日本人了？看着不太像正常人类在运营管理，小红书应该只有心理变态的才能进去工作吧，但凡发表一些有正常感受的都会被封锁，但如果发的是不好的阴暗的东西就能通过，保护道德败坏作乱分子，但良善的一方会被限制，这样工作真的不会遭天谴吗？真不怕有一天报应上身吗？在小红书工作的人看到这种现象全部都心安理得吗？觉得挣到钱就行？但是挣到的钱会被花在报应上。,给你舔我脚丫子啵,2026-07-15,9.38.1,好评,181
5,很好用,好用,12311🤔,2026-07-15,9.38.1,好评,2
2,iPad pro小红书看不了动图。,只有动态没有声音！希望更新解决问题。,丢丢帽,2026-07-15,9.38.1,差评,18
1,垃圾平台,无故乱封禁账号,pearll123,2026-07-15,9.38.1,差评,7
3,使用起来挺糟糕的,"小红书乱封，社区组织开户，切有些劣质低俗的作品，还有发游戏裸照的都来了，不封坏的只封好的
里面人品真的不怎么样，但也仅限乙游圈了，神人最多人品太差了

但小红书设计风格很不错也方便查找素材什么的还有详细资料或者教程都挺方便的",评论软件测试者,2026-07-15,9.38.1,中评,112
1,放任地域黑，对不同地域评论分层管理,"小红书推荐算法确实好，说东北坏话的就会推到东北ip，这无可厚非。
但是南方ip发言可以截图可以不打码，点赞几千
我发回复截图就变成了敏感信息。
注意我只是截图了对方发言。
小红书终究会被反噬的，只会成为下一个豆瓣下一个知乎。",西西iznogoud,2026-07-15,9.38.1,差评,112
1,因为打5星官方看不到,太棒了太棒了太棒了,神秘网友6,2026-07-15,9.38.1,差评,9
1,sb平台,最恶心的消费平台，淘宝pdd抖音哪个不比你强,温暖四季love,2026-07-15,9.38.1,差评,22
1,离谱,太离谱了,澂軩翙円,2026-07-15,9.38.1,差评,4
1,真的很难评,"彻底对小红书失望，平台风控、客服、申诉体系全方位不合理，严重损害普通用户账号权益。

1. 处罚规则无容错，追溯旧账加重处罚：账号5月底第一次违规封禁，7月3日申诉解封，平台时隔一周筛查历史旧笔记，仅凭早年一条内容，叠加历史处罚记录直接永久封禁，属于典型翻旧账从重处罚，完全不给改过自新的机会。

2. 处罚信息不透明，剥夺用户知情权：封号通知没有任何明细，不说明违规笔记编号、违规原文、对应社区条款，用户根本不知道问题出在哪里，无法自查整改。

3. 申诉渠道形同虚设：站内自助申诉由机器统一审核，无论怎么写诚恳说明都会直接驳回；人工客服无法介入复核，只会重复标准化话术，不能调取后台完整账号操作记录，没有人工复审通道。

4. 连带风控一刀切，牵连无辜账号：同一实名、同一设备登录过的所有账号互通风控档案，一个账号留下处罚记录，后续注册新号会被全程严格限制，轻微操作就触发限流、禁言。
平台一边鼓励普通人分享生活，一边用模糊、严苛的规则随意限制账号，出现误判后没有有效的维权途径，花费时间精力经营的账号说封就封，体验极差，已卸载，不会再推荐给身边朋友。",109376381,2026-07-15,9.38.1,差评,478
1,垃圾,乱封号,哈哈哈哈哈哈姐姐家爆款,2026-07-15,9.38.1,差评,3
5,里面的内容很有趣很喜欢。,小红书是跟别的不一样的，他会总结，你喜欢看什么呀？喜欢什么呀，就是来发表这个视频。,掉进米缸里的川兔,2026-07-15,9.38.1,好评,41
1,差评,新注册的用户是一点流量不给啊！！！！！！！,nilaotiannai,2026-07-15,9.38.1,差评,21
3,一直更新,本来用的好好的结果就一直在更新账号也一直弹出来说要重新登录，问了客服客服说要更新可我一直在更新啊,恬^,2026-07-15,9.38.1,中评,48
1,.,垃圾小红书 动不动就封号,开始了看得很,2026-07-15,9.38.1,差评,12
5,五星好评,非常好用非常的棒,阿潘在长沙,2026-07-15,9.38.1,好评,8
1,下了个小红书，才算是见到了物种的多样性,有的时候是真的分不清是真的，还是串子,澪零落落,2026-07-15,9.38.1,差评,18
5,闲聊,瞎看,釘龙,2026-07-15,9.38.1,好评,2
1,拉完了，请的王蒙，垃圾解说，直接卸载不见,拉完了，请的王蒙，垃圾解说，直接卸载不见,@不托特,2026-07-15,9.38.1,差评,20
1,看球赛连全场回放功能都没有 在干嘛啊，阿根廷vs英格兰的比赛 结束30分钟了，还是没有全场回放,干嘛吃的，小红书也太差了吧，这种app 用完直接删除差评,danny grace,2026-07-15,9.38.1,差评,28
1,污秽,垃圾app，从里到外充满着浓郁的不可描述的气息,tony老,2026-07-15,9.38.1,差评,23
3,希望可以再加一些功能,"比如：小红书号一年可以改一次
添加已读和未读
主页绑关系",逍零好,2026-07-15,9.38,中评,28
1,乱封禁,乱封号玩屁啊，评论自己知道的好玩的地方还能封号，不让评论就把评论功能关了吧,...！！！？？？、、、,2026-07-15,9.38.1,差评,37
5,一颗都不想给,姐姐看了你家内容非要跟我分开！差评！,哭哭…^_^,2026-07-15,9.38.1,好评,18
1,视频播放永远卡顿,视频播放功能一直值得吐槽……,不忘初心：全心全意为人民服务,2026-07-15,9.38.1,差评,14
5,求一个新功能,就是把作品设置仅自己可见后就自动收入私密文件夹。这样方便自己调整主页，观感更舒服。不然还要登小号看主页排版。ig、dy什么的都是这种模式，真的求一个这个功能。,中国加油华为加油,2026-07-15,9.38.1,好评,79
1,一不小心点进了未成年模式，现在都不好关了,气死人了,望远镜发现了,2026-07-15,9.38.1,差评,4
1,通知你🐴个闭,弱智,子薙,2026-07-15,9.38.1,差评,2
3,无语了,我不知道小红书每天都在更新啥？天天都在更新没事情干吗。。。,俺不是孬种吧,2026-07-15,9.38.1,中评,29
1,垃圾机制和规则,别人随便骂没事，我发个什么就违规,小红书📖垃圾,2026-07-15,9.38.1,差评,16
4,红薯,小红书能不能出一个一键取关,予予 信予,2026-07-15,9.38.1,好评,13
1,什么玩意,发三条私信就封三天俩头封一次我什么都没聊呢,dtjdkhclckhd,2026-07-15,9.38,差评,21
1,劣币驱逐良币,卸载了，只能说劣币驱逐良币，骂街引战的，诈骗的，卖彩票的，是一个不管，伸张正义的被禁言。中央快来查查这个平台，该取缔取缔了。,Jennifer0304,2026-07-15,9.38.1,差评,62
1,小红书我对你太失望了,难用,盼雨芯,2026-07-15,9.38.1,差评,2
1,乱封号！ipad版的画质特别差！,很久就开始玩小红书了 但是前几年开始发作品评论区有时互动 结果每次莫名其妙给我禁言 封号 后面换了账号又给我封了 最后这个设备被永久封禁了 什么号都用不了 后来就卸载了 最近又下回来是因为小红书上有很多原创图纸要用 结果没想到平板版放大全部都是模糊的 只有手机版放大才有高清 无语😓,到都月,2026-07-15,9.38.1,差评,141
4,暗网一个,有时候审核员睡着了吧，什么猎奇视频都通过审核了……,鲕亿,2026-07-15,9.38.1,好评,25
1,又怂又贪财,从旺旺这件事儿，就可以看出小红书走不远了。又怂又贪财，实在很不行❌,Dwhzg,2026-07-15,9.38.1,差评,33
4,还行吧,我用了小红书很久。但是我换新平板的时候，好像不可以三个平台同时登陆这个账号，希望以后可以更新一下,千夜（小红书）,2026-07-15,9.38.1,好评,48
1,垃圾软件,垃圾软件，全是些打拳的，早点下架了的好,狗ch死吗,2026-07-15,9.38.1,差评,19
1,垃圾中的战斗机,藏污纳垢的毒瘤聚集地,散帅凝聚力,2026-07-15,9.38.1,差评,10
5,小红书特别棒,用到小红书可以解决很多问题,糯什么米糍,2026-07-15,9.38.1,好评,13
1,小红书还号,不是，你们是不是有毛病？该禁言的不禁言，在这进一个我一直登的账号，现在什么消息都发不了，一直都在申请，然后你们的管理员跟瞎子一样，能不能好好审账号，不会做软件别做,￼蛋仔🆔我爱阿UQw 找超燃固玩￼看到的都搜我￼￼,2026-07-15,9.38.1,差评,81
1,只会胡乱封禁,申诉任何用处都没有，只会胡乱封禁，明明账号没有问题，就直接给你封了。,亘古不变的是谁,2026-07-15,9.38.1,差评,34
1,了不起的app,"同样的作品发，某音，某手，直接热门
发这个app直接封禁👍",天平⚖️不平,2026-07-15,9.38.1,差评,29
1,不要乱封账号,我解除这个呢，要实名我实名了呢，又不给我通过书没有这个人我这一次实名跟我之前这个账号的实名都是一模一样的人，他不给我过,葵🌟,2026-07-15,9.38.1,差评,59
1,平台笔记莫名其妙和客服问题,笔记莫名其妙违规，没有发一条通知信息，是我自己看到笔记违规找的客服，客服完全人机来的，根本不解决问题，工资很好混吗还是怎么的？只会让你自己改改改，完全浪费时间沟通，一直以来都很喜欢xhs这个平台，但是这次真的很让我无语………（解决下你家客服听不懂话的问题吧，说了20分钟给我来一句“我不太明白你说的..”）,解决客服问题,2026-07-15,9.38.1,差评,153
